District,Name of NGO in Nepali,Name of NGO in English,Acronym,Address,Telephone,Fax,Email,Website,Office Mobil,Contact Person,Working Sector
Makwanpur,मीत नेपाल,Meet Nepal,,Hetauda,,,,,,,
Makwanpur,नारी संरक्षण केन्द्र,Women Protection Centre,,Hetauda-4,,,,,,,
Makwanpur,बाल तथा महिला सचेतना मञ्च,Child and Women Conscious Forum,,,,,,,,,
Makwanpur,श्रृजनशील शान्ति समाज नेपाल,Creative Society Of Peace  Nepal,,Hetauda-4,,,,,,,
Makwanpur,प्रतिभा युवा क्लब,Prativa Youth Club,,"Gadhi-8, Shantitole",,,,,,,
Makwanpur,महिला सीप बिकास केन्द्र,Women Skill Development Centre,,,,,,,,,
Makwanpur,सामुदायिक महिला विकास केन्द्र,Community Women Development Centre,,,,,,,,,
Makwanpur,टेवा शिक्षा नेपाल,Support Education Nepal,,,,,,,,,
Makwanpur,मकवानपुर अपाङ्ग उत्थान समाज,Makawanpure Disabled Uplift Society,,,,,,,,,
Makwanpur,शिक्षा तालिम सामुदायिक सेवा नेपाल,Education Training And Service For Community Nepal,,Hetauda-2,,,,,,,
Makwanpur,पर्यटन तथा वातावरण सम्बद्र्धन समाज नेपाल,Tourism and Environment Promotion Society,,Daman-7,,,,,,,
Makwanpur,जीवन ज्योती युवा क्लब,Jeevan Joyti Youth Club,,"Chhatiwan-7, Shreepur",,,,,,,
Makwanpur,सामुदायिक विकास केन्द्र नेपाल,Centre For Community Development Nepal,,Hetauda-4,,,,,,,
Makwanpur,शैलशिखर कृषक उत्थान संस्था,Shailshikhar Agriculture Upliftment Organization,,Hetauda-8,,,,,,,
Makwanpur,सामुदायिक विकास समाज,Community Development Society,,Harjamadi-6,,,,,,,
Makwanpur,"महिला, बालबालिका तथा वातावरण सुधार केन्द्र","Women, Children and Environment Development Centre",,Hetauda-11,,,,,,,
Makwanpur,आस्था नेपाल (मकवानपुर),Astha Nepal,,Hetauda-2,,,,,,,
Makwanpur,हिमालय ग्रामिण प्राकृतिक श्रोत व्यवस्थापन महिला समूह,Himalaya Rural Natural Resource Management Womens' Group,,Hetauda-2,,,,,,,
Makwanpur,वातावरण र स्वास्थ्यको लागि शिक्षा,Education for Environment and Health,,Chhatiwan-7,,,,,,,
Makwanpur,पर्यटन वातावरण तथा ग्रामिण बिकास संस्था,Tourism Emvironment and Rural Development Organization,,Chaughada-6,,,,,,,
Makwanpur,कानून अध्ययन तथा परामर्श केन्द्र,Legal Study and Consultation Centre,,"Hetauda-2,Harikunja road",057-524404,,lscc.htd@gmail.com,,9845022861,Amrit Kumar Lama,"literacy,Education"
Makwanpur,समाज परिवर्तन नेपाल,Social Changing Nepal,,Hetauda-4 Kamaladanda,,,,,,,
Makwanpur,उच्च शिखर युवा क्लब,Uchha Shikhar Yuwa Club,,Shikharpur-6,,,,,,,
Makwanpur,जन उन्नत आदर्श युवा क्लब,Jana Unnat Aadarsha Yuwa Club,,"Handikhola-1,Chakatibhaili Tandi",,,,,,,
Makwanpur,श्रृजनशील युवा समूह,Creative Youth Group,,Churiyamai-5,,,,,,,
Makwanpur,पंच कन्या युवा तथा सामुदायिक विकास मञ्च,Panch Kanya Youth and Community Development Forum,,Eipi Panchakanya-8,,,,,,,
Makwanpur,बिहानी नेपाल,Bihani Nepal,,"Hetauda-7, Neureni",,,,,,,
Makwanpur,सामुदायिक सक्षमता केन्द्र,Community Enabling Centre,,Chhatiwan-2,,,,,,,
Makwanpur,सामुदायिक सशक्तिकरण केन्द्र,Community Empowerment Centre,,Thingan-3,,,,,,,
Makwanpur,सामुदायिक सवलीकरण केन्द्र,Community Strengthening Centre,,Chhatiwan-6,,,,,,,
Makwanpur,महिला स्वास्थ्य स्वयं सेविका सरसफाई विकास,Women Health Volunteer  Sanitation And Development,,Hetauda-8,,,,,,,
Makwanpur,सामाजिक शिक्षा तथा ग्रामीण विकास संस्था,Social Education and Rural Development Association Nepal,,Budhichaur-3,,,,,,,
Makwanpur,सामुदायिक कल्याण केन्द्र,Community Welfare Centre,,"Hetauda-5,Puspa marga",057-520026,,cwchtd@ntc.net.np,www.cwc.org.np,9841259730,Banmali Subedi,Health sector 
Makwanpur,जागरण नेपाल,Jangaran Nepal,,Hetauda-9,,,,,,,
Makwanpur,कालिका सेवा समाज,Kalika Welfare Society,,Bhairo-2,,,,,,,
Makwanpur,समाज सुधार तथा संरक्षण केन्द्र,Social Improvement and Protection Centre,,Kamane-8,,,,,,,
Makwanpur,सामुदायिक कानून अनुसन्धान केन्द्र,Community Legal Research Centre,,Hetauda-2,,,,,,,
Makwanpur,गा्रमीण वातावरण तथा कृषि समूह,Rural Environment and Agriculture Group,,Harnamadi-7,,,,,,,
Makwanpur,सामाजिक श्रोत विकास केन्द्र,Social Resource Development Centre,,Bhimphedi-2,,,,,,,
Makwanpur,सामुदायिक विकासको लागि शान्ति समाज नेपाल,Peace Society Nepal for Community Development,,Hetauda-4,056-525160,,,,,,
Makwanpur,,,,,,,,,,,
Makwanpur,समाज सिर्जनशील समूह ,Social Creative Group,,Hatiya-2,9845103451 and 057-621296,,,,,Urmila Pulami,
Makwanpur,ग्रामीण वातावरण तथा कृषि संरक्षण समूह,Rural Environment and Agriculture Conservation Team,,Harnamadi-7,,,,,,,
Makwanpur,रक्षा देवी क्लब,Raksha Devi Club,,Hatiya-6,057-522030,,,,,,
Makwanpur,महिला तथा बाल उत्थान मञ्च,Women and Children Development Forum,,Hatiya-4,,,,,,,
Makwanpur,अस्तित्व मकवानपुर,Astitwa Makawanpur,,Hetauda-2,,,,,,,
Makwanpur,ग्रामिण महिला सेवा केन्द्र,Rural Women Service Centre,,Hetauda-3,520562,,,,,,
Makwanpur,सत्मार्ग नेपाल,Stmarg Nepal,,Hetauda-6,,,,,,,
Makwanpur,स्वास्थ्य जन जागरण समूह,Group of Health and Public Awareness,,Hetauda-10,,,,,,,
Makwanpur,जन शक्ति यूवा क्लव,Jana Shakti Youth Club,,Hetauda,,,,,,,
Makwanpur,सेतो गुराँस वाल विकास सेवा ,Seto Gurans Child DevelopmentService,,"Hetauda -5, Shantitole",057-526263,,,,9845032454,Mona Thapa,Early child Development
Makwanpur,ग्रामिण विकास तथा समाज कल्याण समाव (समूह),Rural Development and Social Welfare Group,,Hetauda,,,,,,,
Makwanpur,बाल कल्याण समाज,Children Welfare Society,,Hetauda-2,,,,,,,
Makwanpur,डेल्टा सेन्टर,Delta Centre,,Hetauda-2,,,,,,,
Makwanpur,आवाज नेपाल,Aawaj Nepal,,Hetauda-2,057-522550,,aawjanepal@hotmail.com,,9845148909,Sarshwati Timilsina,"women and children, health, education "
Makwanpur,ग्रामीण बहुउद्धेश्यीय समाज नेपाल,Rural Multipurpose Society Nepal,,Phaparbari-2,,,,,,,
Makwanpur,निष्पक्ष युवा समूह,Nispaksha Youth Group,,Bajrabarahi-6,540381,,,,,,
Makwanpur,सामुदायिक जागरण तथा समाज विकास नेपाल,Community Awareness and Social Development Nepal,,Makwanpur,,,,,,,
Makwanpur,ग्रामिण प्रविधि प्रबद्र्धक (सेवा) संघ,Promotional Association For Rural Technology,,Hetauda-9,,,,,,,
Makwanpur,समाज जागरण केन्द्रित संस्था,Social Awareness Focus Association Nepal,,Karra-4,522187,,,,,,
Makwanpur,ग्रामिण जागरण तथा विकास संगठन,Rural Awareness and Development Orgaization,,Chisapani-4,057-525340,,,,,,
Makwanpur,धादिङ्ग बस्ती संरक्षण समूह,Dhading Basti Proteciton Group,,Aambhanjyang-3,,,,,,,
Makwanpur,ग्रामिण वातावरण विकास संस्था,Village Environment Development Organization,,Dashantipatha-3,540390,,,,,,
Makwanpur,मजुवा सिमलटार संरक्षण समूह,Majuwa Simaltar Protection Group,,Aambhanjyang-3,,,,,,,
Makwanpur,शैक्षिक तालिम तथा साुदायिक सेवा ,Education Training and  Service for Community,,Hetauda-1,057-523375,,etscnepal@hotmail.com,www.etscn.org.np,9745017602,Parbati Kandel,"HIV/AIDS, HumanTrafficking"
Makwanpur,नव जागृत क्लब,Naba Jagrit Club,,Aambhanjyang-3,,,,,,,
Makwanpur,जनकल्याण प्रगतिशिल,Public Welfare Progressive,,Phaparbari-1,,,,,,,
Makwanpur,सहाश्राव्दी विकास समाज,Millennium Developmen Society,,Hetauda-11,,,,,,,
Makwanpur,श्री मकवानपुर गढी विकास समिति नेपाल  ,Shree Makawanpur Gadhi Development Committee,,Makawanpurgadhi-3,,,,,,,
Makwanpur,मकतान कल्याण केन्द्र ,Makatan Welfare Centre,,Hetauda-9,057-525384,,,,,,
Makwanpur,मितेरी नेपाल,Miteri Nepal,,Sarikhet-2,,,,,,,
Makwanpur,उपेक्षित समूदायिक विकास मञ्च नेपाल ,Discarded Community Development Forum Nepal,,Makwanpur,9845031790/9845042853,,,,,,
Makwanpur,अभिशेक आधारभूत सेवा संस्था २०६० नेपाल ,Abhishek Foundation Service Organization 2060 Nepal,,"Hetauda-2, Devipath",057-52570,,,,,,
Makwanpur,प्रेरणा सेवा केन्द्र नेपाल ,Prerana Service Centre Nepal,,"Hetauda-2, Sanopokhara",,,prerana_nepal@yahoo.com,,,,
Makwanpur,लोक जागरण मञ्च ,Citizen Awareness Forum,,Padampokhari-1,057-721384,,,,,,
Makwanpur,नवविहानी नागरिक मञ्च ,Nawa Bihani Civil Forum,,"Bhainse-4, Chuniya",057-621036,,,,,,
Makwanpur,जनसंख्या शिक्षा र वातावरण शिक्षाको लागि समाज (स्पीड),Society for Pupulation Education and Environment Development,,Hetauda-2,690176,,,,,,
Makwanpur,ग्रामिण सुधार मञ्च नेपाल ,Rural Improvement Forum of Nepal,,"Basamadi-5,Makwanpur",057-523769,,bartaula@hotmail.com,,9845031428,Keshab Bartoula,"Health, "
Makwanpur,हिमाल मञ्च नेपाल ,Himal Forum Nepal,,Hetauda-3,057-525726,,,,,,
Makwanpur,अपाङ्ग सहयोग समाज मकवानपुर बसामाडी जेसीज ,Disable Support Society Makawnpur Basamadi Jesis,,Hetauda-4,520183,,,,,,
Makwanpur,घट्टधनी संघ ,Ghatta Dhani Association,,Aambhanjyang-3,057-210833,,,,,,
Makwanpur,द्वन्द पीडित सहयोग समूह  ,Conflict Victim Helping Group,,Hetauda-5,9845123350,,,,,,
Makwanpur,ग्रामीण सूचना केन्द्र ,Rural Information Centre,,"Hatiya-7, Ashok Batika",57620580,,,,,Jaya Prakash Ghimire,
Makwanpur,अपाङ्ग सरोकार केन्द्र ,Disable Concern Centre,,"Hetauda-2, Basudevmarg",9745004310,,ganesh_dawadi@yahoo.com,,,Ganesh Chandra Dawadi,
Makwanpur,गाउँबेसी सञ्चार मञ्च ,Gaunbesi Commintiy Forum,,Manahari-3,9845031477,,journalist.kashi@gmail.com,,,,
Makwanpur,प्रकोप व्यवस्थापन सरोकार केन्द्र ,Disaster Management Concern Centre,,"Basamadi-5,Buddhatole",057-521762 and 9845030862,,,,,Lok Nath Pandey,
Makwanpur,युवा चौतारी ,Yuwa Chautari,,"Hetauda-4,Khopigalli",9845025729,,yuvachautaree@gmail.com,,9845025729,Janak Lamshal,"environment, tourism, communication"
Makwanpur,श्री स्यार्सेकाली क्लब ,Shree SyarseKali Club,,"Namtar-4, Bhadaure",057-690938,,,,,Buddhi Nath Upreti,
Makwanpur,सामाजिक सरोकार मञ्च ,Social Concern Forum,,Hetauda-5,9745000599,,,,,,
Makwanpur,ग्रामीण जीवनस्तर सुधार मञ्च ,Rural Livelihood Improvement Forum,,"Hetauda-5, Samopokhara",9845030154,,,,,,
Makwanpur,पर्यटन तथा वातावरण सम्बर्धन समाज – नेपाल ,Tourism and Environment Promotion Society,,"Daman-7, Simbhanjyang",057-620466,,,,,,
Makwanpur,सामुदायिक सेवा केन्द्र नेपाल ,Community Service Centre Nepal,,"Hetauda-2, Manas Chock",057-691787,,,,,,
