Year,District,Region,Sector,NGOs Name
2051,Sindhuli,"Central
Region","Community and Rural
Development",Sindhuli Samajik Jagran Samuha
2060,Sindhuli,"Central
Region","Community and Rural
Development","Sindhuli Samudayik Bikas Sewa
Nepal"
2052,Sindhuli,"Central
Region","Community and Rural
Development",Sindhuli Sewa Samiti
2060,Sindhuli,"Central
Region","Community and Rural
Development","Sindhuli Shahuudeshyiya Sewa
Samaj Nepal"
2060,Kathmandu,"Central
Region","Community and Rural
Development",Sindhuli Shrestha Samaj
2056,Sindhuli,"Central
Region","Community and Rural
Development",Sindhuli Upabhoktta Samiti
2063,Sindhuli,"Central
Region","Community and Rural
Development",Sindhuli Wikash Abhiyan Nepal
2064,Sindhuli,"Central
Region","Community and Rural
Development","Sindhuligadi Samrakchan Abam
Sambardhan Samiti"
2060,Lalitpur,"Central
Region","Community and Rural
Development","Sindhulika Tehra Tara Rastriya
Byakttitw Pratishathan"
2056,Sunsari,"Eastern
Region","Community and Rural
Development","Sindhupalachok Samaj Sewa
Sarokar Kendra"
2057,"Sindhupalcho
k","Central
Region","Community and Rural
Development",Sindhupalchok Bikas Parishad
2057,"Sindhupalcho
k","Central
Region","Community and Rural
Development",Sindhupalchok Bikas Samiti
2060,"Sindhupalcho
k","Central
Region","Community and Rural
Development",Sindhupalchok Relin Sewa Samiti
2066,Makwanpur,"Central
Region","Community and Rural
Development",Sinduriya Samaj
2063,Kathmandu,"Central
Region","Community and Rural
Development","Singapur Gorarkha Pensanars
Association Nepal"
2066,Kabhre,"Central
Region","Community and Rural
Development","Singon Sanga Urgen Pema
Chyoilin Gumba"
2056,Kathmandu,"Central
Region","Community and Rural
Development",Sinha Swa Khala:
2054,Terhathum,"Eastern
Region","Community and Rural
Development","Sinhadewi Bahuudeshyiya Wikas
Kendra"
2056,Panchathar,"Eastern
Region","Community and Rural
Development",Sinhadewi Bikas Kendra
2063,Kathmandu,"Central
Region","Community and Rural
Development",Sinja Ekikrit Munch
2056,Kathmandu,"Central
Region","Community and Rural
Development","Sinja Janachetana Bikas Kendra
Nepal"
2066,Jumla,"Mid Western
Region","Community and Rural
Development",Sinja Samajik Bikas Kendra
2065,Kathmandu,"Central
Region","Community and Rural
Development",Sinyo Sekai
2065,Kanchanpur,"Far Western
Region","Community and Rural
Development",Sip Bikas Kendra
2064,Kathmandu,"Central
Region","Community and Rural
Development","Sip Bikas Tatha Ayabridhi
Sahakarya Nepal"
2055,Tanahu,"Western
Region","Community and Rural
Development","Sip Tatha Baikalpik Rojagar Bikas
Kendra"
2065,Kavre,"Central
Region","Community and Rural
Development","Sipali Foksitar Ghartichhap Gramin
Sadak Upabhokta Samiti"
2053,Kavre,"Central
Region","Community and Rural
Development",Sipali Nawal Bikas Samaj
2065,Kathmandu,"Central
Region","Community and Rural
Development",Sipmulak Haatharu
2064,Kathmandu,"Central
Region","Community and Rural
Development",Sipmulak Kendra Nepal
2055,Siraha,"Eastern
Region","Community and Rural
Development",Siraha Eghar Club
2066,Siraha,"Eastern
Region","Community and Rural
Development",Siraha Khristian Samaj
2058,Kathmandu,"Central
Region","Community and Rural
Development",Siraha Sewa Samaj
2052,Gorkha,"Western
Region","Community and Rural
Development","Siranchok Sanrakshyana Tatha
Samudayik Bikas Kendra"
2061,Jhapa,"Eastern
Region","Community and Rural
Development","Sirijang Boudhhik Bikas
Pratishathan"
2054,Panchathar,"Eastern
Region","Community and Rural
Development",Sirijanga Gramin Kendra
2053,Kathmandu,"Central
Region","Community and Rural
Development",Sirjan Samaj Sewa Samiti
2064,Khotang,"Eastern
Region","Community and Rural
Development",Sirjanashil Bhariya Samaj
2053,Morang,"Eastern
Region","Community and Rural
Development",Sirjanashil Club
2066,Kathmandu,"Central
Region","Community and Rural
Development",Sirjanshil Bhutpurva Sainik Sangh
2064,Pyuthan,"Mid Western
Region","Community and Rural
Development","Sirjanshil Gramin Digo Bikas
Samaj Nepal"
2064,Chitawan,"Central
Region","Community and Rural
Development",Sirjanshil Hatemalo Plus
2066,Banke,"Mid Western
Region","Community and Rural
Development",Sirjanshil Sramik Sangathan
2063,Kathmandu,"Central
Region","Community and Rural
Development",Sirjanshil Youwq Club
2053,Nuwakot,"Central
Region","Community and Rural
Development",Siruwari Sewa Trashat
2061,Kathmandu,"Central
Region","Community and Rural
Development",Sisarji Nepal
2065,Morang,"Eastern
Region","Community and Rural
Development",Sisauli Ekata Samaj
2065,Kapilbastu,"Western
Region","Community and Rural
Development",Sisawa Samudayik Bikas Kendra
2064,Makwanpur,"Central
Region","Community and Rural
Development",Sisha Nepal
2064,Rukum,"Mid Western
Region","Community and Rural
Development","Sisne Bahuudhhesiya Jana Sewa
Kendra"
2060,Rukum,"Mid Western
Region","Community and Rural
Development",Sisne Janamukhi Sewa Kendra
2062,Dang,"Mid Western
Region","Community and Rural
Development",Sisne Media Center
2065,Kathmandu,"Central
Region","Community and Rural
Development","Sisne Shahid Smriti Foundation
Nepal"
2064,Rukum,"Mid Western
Region","Community and Rural
Development","Sisne Syarpu Sarokar Samaj
Kendra"
2063,Kathmandu,"Central
Region","Community and Rural
Development","Sisneri Sewa Samaj
Kathmandu,Okhaldunga"
2057,Kathmandu,"Central
Region","Community and Rural
Development",Sisnupani Nepal
2056,Dhanusha,"Central
Region","Community and Rural
Development",Sita Kedar Chalise Trashat
2058,Chitawan,"Central
Region","Community and Rural
Development",Sita Pratishathan
2066,Dhading,"Central
Region","Community and Rural
Development",Sital Samaj
2060,Kathmandu,"Central
Region","Community and Rural
Development",Sitapaila Samaj Sudhar Sanstha
2066,Rautahat,"Central
Region","Community and Rural
Development",Sitaram Agrawal Bridhhashram
2062,Rautahat,"Central
Region","Community and Rural
Development","Sitaram Prasad Mudabhari
Memoriyal Trust"
,Kathmandu,"Central
Region","Community and Rural
Development",Siti Market Byapar Sangh
2050,Manang,"Western
Region","Community and Rural
Development",Sitoshna Bikas Pariwar
2062,Kathmandu,"Central
Region","Community and Rural
Development",Situ
2058,Achham,"Far Western
Region","Community and Rural
Development",Siudi Sudhar Samaj
2064,Kapilbastu,"Western
Region","Community and Rural
Development","Sivam Bahuudeshiya Samajik
Kendra Nepal"
2060,Kathmandu,"Central
Region","Community and Rural
Development",Siyar Samaj Kalyana Kendra
2065,Nawalparasi,"Western
Region","Community and Rural
Development",Siyon 4 no. Pabitra Bridhhashram
2052,Lalitpur,"Central
Region","Community and Rural
Development",Skil Nepal
2055,Gorkha,"Western
Region","Community and Rural
Development",Skim Of Gorkha
2064,Kathmandu,"Central
Region","Community and Rural
Development",Sky watch Ministry
2056,Kathmandu,"Central
Region","Community and Rural
Development",Slisha
2064,Lalitpur,"Central
Region","Community and Rural
Development",SM foundation Nepal
2061,Dolakha,"Central
Region","Community and Rural
Development",Smarana Samaj Sewa Samuh
2064,Lalitpur,"Central
Region","Community and Rural
Development",Smile Nepal
2057,Kathmandu,"Central
Region","Community and Rural
Development",Smriti Samaj Nepal
2060,Ilam,Estern Region,"Community and Rural
Development",Smriti Samajik Bikas Manch
2049,Chitawan,"Central
Region","Community and Rural
Development",Snatak Samaj
2054,Kathmandu,"Central
Region","Community and Rural
Development",Sneh Club
2061,Kathmandu,"Central
Region","Community and Rural
Development",Sneh Samaj
2065,Kathmandu,"Central
Region","Community and Rural
Development",Sneha Nepal
2065,Chitawan,"Central
Region","Community and Rural
Development",Sneha Nepal
2050,Humla,"Mid Western
Region","Community and Rural
Development",Snowland Ekikrit Bikas Kendra
2064,Kathmandu,"Central
Region","Community and Rural
Development",Sobha Bhagwati Bikas Samaj
2056,Kanchanpur,"Far Western
Region","Community and Rural
Development","Soceity For Nature Conservation
And Rural Development"
2064,Kathmandu,"Central
Region","Community and Rural
Development",Socha
2055,Kathmandu,"Central
Region","Community and Rural
Development",Sochal Samaj Kathamandou
2058,Rupandehi,"Western
Region","Community and Rural
Development",Social  Service Cauncil Nepal
2050,Kathmandu,"Central
Region","Community and Rural
Development",Social Action Volienteers Nepal
2056,Kathmandu,"Central
Region","Community and Rural
Development",Social Awareness Center
2064,Kaski,"Western
Region","Community and Rural
Development",Social Concern Group 2064
2052,Lalitpur,"Central
Region","Community and Rural
Development",Social Mobilaization Form
2063,Lalitpur,"Central
Region","Community and Rural
Development",Social Science Bahal
2061,Lalitpur,"Central
Region","Community and Rural
Development",Social Service Forum
2051,Kapilbastu,"Western
Region","Community and Rural
Development","SocialL Antigreat Clature
Orgnaization"
2054,Banke,"Mid Western
Region","Community and Rural
Development",Society For Active Men Power
2065,Kathmandu,"Central
Region","Community and Rural
Development","Society For Constitutional And
Parliamentary Exercisation
(SCOPE)"
2053,Salyan,"Mid Western
Region","Community and Rural
Development",Society for Local Development
2056,Lalitpur,"Central
Region","Community and Rural
Development","Society For Participatry Culturerl
Education"
2052,Kathmandu,"Central
Region","Community and Rural
Development","Society For Partners In
Development"
2052,Dang,"Mid Western
Region","Community and Rural
Development",Society For Social Development
2065,Sarlahi,"Central
Region","Community and Rural
Development",Society Helpful Sanstha
2053,Kathmandu,"Central
Region","Community and Rural
Development","Society Of Budhanilakanth
Studentas"
2066,Kathmandu,"Central
Region","Community and Rural
Development","Society Towadis Environment
Protection Nepal (STEP Nepal)"
2064,Saptari,"Eastern
Region","Community and Rural
Development",Society Welfare Vision Nepal
2049,Lalitpur,"Central
Region","Community and Rural
Development",Socity For Arban Poors (SOUP)
2056,Lalitpur,"Central
Region","Community and Rural
Development","Socity For Particpatory Culture
Education (SPAC"
2051,Dang,"Mid Western
Region","Community and Rural
Development","Socity Welfare Action
Nepal(SWAN)"
2060,Kailali,"Far Western
Region","Community and Rural
Development",Sodari Ekata Samaj
2049,Kathmandu,"Central
Region","Community and Rural
Development",Soka Gagkai Internationa Nepal
2055,Kaski,"Western
Region","Community and Rural
Development","Sokai Tatha Manaw Shrot Wikas
Ekedemi"
2058,Achham,"Far Western
Region","Community and Rural
Development",Sokat Bikas Mul Samiti
2058,Solukhumbu,"Eastern
Region","Community and Rural
Development",Solakhumbu Bikas Sanstha
2053,Salyan,"Mid Western
Region","Community and Rural
Development",Sold
2058,Kathmandu,"Central
Region","Community and Rural
Development",Solu Pragati Samaj
2054,Solukhumbu,"Eastern
Region","Community and Rural
Development",Solu Yunesko Sangh Nepal
2064,Solukhumbu,"Eastern
Region","Community and Rural
Development",Solukhumbu Bikas Samaj
2061,Solukhumbu,"Eastern
Region","Community and Rural
Development",Solukhumbu Sahitya Manch
2065,Solukhumbu,"Eastern
Region","Community and Rural
Development",Solukhumbu Samaj Kalyan Pariwar
2058,Kathmandu,"Central
Region","Community and Rural
Development","Solukhumbu Samudayik Bikas
Manch"
2066,Dhading,"Central
Region","Community and Rural
Development","Som Dang Lipling Sadak Nirman
Upabhokta Samiti"
2054,Darchula,"Far Western
Region","Community and Rural
Development",Somanath Janajagriti Kendra
,Lalitpur,"Central
Region","Community and Rural
Development",Somang Club
2065,Rautahat,"Central
Region","Community and Rural
Development","Sona Ra (Sunar) Samaj Utthan
Samiti"
2064,Kathmandu,"Central
Region","Community and Rural
Development",Sondrya kala Byasayi Sangh
2059,Mahottari,"Central
Region","Community and Rural
Development","Sonu Shada Gadh Subyawastha
Samiti"
2060,Dailekh,"Mid Western
Region","Community and Rural
Development","Sopan Sarwajanik Pustakalaa Abm
Adhyayan Kendra"
2063,Parsa,"Central
Region","Community and Rural
Development",Sorajani Memoriyal Trust
,Kathmandu,"Central
Region","Community and Rural
Development",Sorkhutte Phiko Tole Bikas Samiti
2052,Rupandehi,"Western
Region","Community and Rural
Development","SORT SANGTHAN SEWA
KENDRA-NEPAL"
2054,Dhanusha,"Central
Region","Community and Rural
Development",Sosal Debhaloment Service Grup
2051,Kathmandu,"Central
Region","Community and Rural
Development",Sotantra Samaj Sewa Samiti
2061,Nawalparasi,"Western
Region","Community and Rural
Development","Sougat Samudayik Bikas
Pratishathan"
2064,Lalitpur,"Central
Region","Community and Rural
Development",Soul  Pustakalaya
2056,Kathmandu,"Central
Region","Community and Rural
Development",Sound Of Music
2050,Gorkha,"Western
Region","Community and Rural
Development","Sourpani Saghan Gaun Bikas
Kendra"
2066,Kathmandu,"Central
Region","Community and Rural
Development","South Asia Himalayan Research
And Conservation Center"
2066,Kathmandu,"Central
Region","Community and Rural
Development",South Asian Paternity Nepal
2049,Kathmandu,"Central
Region","Community and Rural
Development",South Solidarity Nepal
2066,Baglung,"Western
Region","Community and Rural
Development",Soyam Shakti
2060,Lalitpur,"Central
Region","Community and Rural
Development",Spainel Injury Sangh Nepal
2052,Dhanusha,"Central
Region","Community and Rural
Development","Spars Sewa Shanti Ra
Anusandhanashala"
2062,Kathmandu,"Central
Region","Community and Rural
Development",Sparsh
2059,Lalitpur,"Central
Region","Community and Rural
Development",Sparsh Nepal
2060,Kathmandu,"Central
Region","Community and Rural
Development",Sparsh Nepal
2061,Kathmandu,"Central
Region","Community and Rural
Development",Sparsh Nepal
2065,Lalitpur,"Central
Region","Community and Rural
Development",Sparsha Nepal
2052,Dang,"Mid Western
Region","Community and Rural
Development",Speed Nepal
2053,Kathmandu,"Central
Region","Community and Rural
Development",Spesal Olampik Nepal
2050,"Sindhupalcho
k","Central
Region","Community and Rural
Development",Sphatikeshwor Samaj Sewa Sangh
2061,Chitawan,"Central
Region","Community and Rural
Development","Sport and Care Punasrthapan
Kendra"
2065,Udayapur,"Eastern
Region","Community and Rural
Development",Srabya Drisya Nepal
2064,Kathmandu,"Central
Region","Community and Rural
Development",Sradha Kalyan Samaj Sewa  Nepal
2050,Chitawan,"Central
Region","Community and Rural
Development",Sram Nepal
2051,Lalitpur,"Central
Region","Community and Rural
Development",Sramik Gramin Bikas Samuha
2057,Kathmandu,"Central
Region","Community and Rural
Development",Sramik Kalyan Samaj
2059,Kathmandu,"Central
Region","Community and Rural
Development",Srijan Nagar Ekikrit Bikas Samaj
2059,Kathmandu,"Central
Region","Community and Rural
Development",Srijan Shil Bikas Karyakram Nepal
2060,Sarlahi,"Central
Region","Community and Rural
Development",Srijan Shil Paropakar Club
2062,Kathmandu,"Central
Region","Community and Rural
Development",Srijana Bikas Samuh
