District,Zone,Geographical Region,Development Region,NGO Name in Nepali,NGO Name in English,Acronym,Address,Telephone No.,Fax No.,Email,Website,Office Mobile No.,Contact Person,Working Sector
Siraha,Sagarmatha,Terai,Eastern,ग्रामिण महिला जागरण केन्द्र,Rural Women Awareness Centre,,"Asanpur-6, Goal Bazar",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,नवदुर्गा युवा क्लव,Nav Durga Youth Club,,Dhangadhi-5,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,जनमुखी युवा क्लव,Jana Mukhi Youth Club,,"Barchhawa-7, Sisawani",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,अरविको युवा क्लव,Aarabiko Youth Club,,Pokhariminda-3,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,महिला विकास शिल्पकला केन्द्र,Women Development Skill Art Centre,,"Asanpur-7, Goal Bazar",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,जागृति साहित्यीक परिवार,Jagrit Literature Family,,"Asanpur-6, Goal Bazar",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,महिला उद्धार सेवा केन्द्र,Women Rescue Service Centre,,"Asanpur-6, Goal Bazar",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,सुर्योदय युवा क्लव,Suryoday Youth Club,,bhawanipur-8,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,वौद्ध युवा क्लव,Bauddha Youth Club,,"Asanpur-7, Goal Bazar",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,"नेपाल अपाङ्ग, अनाथ असहाय बाल संघ संस्था","Disable,Orphan, Helpless Children Association ",,,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,जन सेवा समिति,Public Service Committee,,,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,सेतो गुरास बाल बिकास सेवा,Seto Gurans Child Development Service,,Lahan-1,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,मानव अधिकार र बिकास केन्द्र,Human Rights and Development Centre,,Phulabariya-7,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,पब्लिक वेलफेयर युथ क्लब,Public Welfare Youth Club,,Debipur-2,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,श्रृजना सामुदायिक विकास केन्द्र,Srijana Community Development Centre,,Chandralalpur-2,,,sijana@jnk.com.np,,,,
Siraha,Sagarmatha,Terai,Eastern,जागृति सामुदायिक विकास केन्द्र,Jagrit Community Development Centre,,"Asnapur, Goalbazar",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,आदर्श महिला सेवा केन्द्र,Aadarsha Mahila Sewa Kendra,,Asanpur-6,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,तपसी बजरंग युवा क्लब,Tapasi Bajarang Youth Club,,Sukhachaina-6,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,युवा एकता क्लब,Youth Unity Club,,Jisi-4,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,नेपाल दलित जागरण केन्द्र,Nepal Dalit Awareness Centre,,Asanpur-6,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,श्रीमती लक्ष्मी थापा मेमोरियल ट्रस्ट्र,Mrs Laxmi Thapa Memorial Trust,,Asanpur-6,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,नेपाल महिला कल्याण समिति,Nepal Women Welfare Committee,,"Michaiya,Sakhuwankarkatti",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,दलित जन कल्याण यूवा क्लव,Dalit Public Welfare Youth Club,,Gundigaun-10,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,नेपाल समाज विकास समूह,Nepal Social Development Group,,Lahan-6,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,ग्राम ज्योति विकास केन्द्र,Rural Jyoti Development Centre,,Dhodhana-2,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,दलित समाज सेवा संघ,Dalit Social Service Organization,,,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,इन्दे्रणी सेवा समाज,Indreni Service Society,,"Jamdaha,Musaharniya",,,inses@ntc.net.np,,,,
Siraha,Sagarmatha,Terai,Eastern,श्रीराम नवमी यूवा क्लव,Shree Ram Nawami Youth Club,,Dahipaudi-6,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,श्रृजना यूवा क्लव,Srijana Youth Club,,"Padariya, Tharutole-5",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,ग्रामीण सामुदायिक विकास संस्था,Rural Community Development Organization,,"Mohanpur, Kamalpur-6",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,ग्रामीण महिला कल्याण सेवा केन्द्र,Rural Women Welfare Service Centre,,Dhangadi-2,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,भूतपूर्व कर्मचारी परिषद,Ex Staff Council,,"Asanpur, Goalbazar-6",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,समाज सेवा समिति,Society Service Committee,,"Dhodana,Shovapur-9",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,महिला बालबालिका तथा दलित हीत केन्द्र,Women  Children and Dalit Welfare Centre,,"Ramnagar, Mirchaiya-3",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,हिमालय यूवा क्लव,Hilalayan Youth Club,,"Chargahre, Muksar-7",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,भवानी एकिकृत विकास केन्द्र,Bhawani Integrated Development Centre,,Bhawanipur-4,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,शिवशक्ति यूवा क्लव,Shiva Shakti Youth Club,,Gautari-3,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,"अपाङ्ग संघ, सिरहा",Siraha Union Of The Disable ,,Siraha-7,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,सामुदायिक वन तथा समाज विकास केन्द्र,Community Foresty and Social Development Centre,,Lahan-8,,,cfsdc@wlink.com.np,,,,
Siraha,Sagarmatha,Terai,Eastern,हिमचुली सामुदायिक विकास केन्द्र,Himchuli Community Development Centre,,Karjanha-6,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,एभरेष्ट मेमारियल युवा क्लब,Everest Memorial Youth Club,,Badaharamal-7,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,नाइन स्टार युथ क्लब,Line Star Youth Club,,Bhawanipur-7,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,स्वास्तिक सामुदायिक वातावरण तथा स्वास्थ्य सेवा संस्था,Sawstik Community Environment and Helath Service Foundation,,Gadha-6,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,शिव शक्ति आपसी विकास केन्द्र,Shiva Shakti Aapasi Development Kendra,,Phukahakatti-2,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,दलित उत्थान विकास मञ्च,Dalit RisingDevelopment  Forum ,,Gadha-6,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,"दलित कल्याणकारी समाज, नेपाल",Dalit Welfare Society,,Sisawani-4,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,जागरण नेपाल,Awareness Nepal,,Mirchaiya-4,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,श्री जन प्रगतिशील युवा क्लब,Shree Public Progressive Youth Club,,Balahi-8,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,श्री भानु आदर्श प्रगतिशील बहुमुखी युवा क्लब,Shree Bhanu Ideal Progressive Multiple Youth Club,,Jijhaul-5,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,आपसी विकास ज्ञान ज्योती केन्द्र,Aapasi Bikas Gyan Jyoti Kendra,,Bishnupurkatti-5,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,दिप ज्योती सामुदायिक विकास केन्द्र,Deep Jyoti Community Development Centere,,Lahan-4,,,mahto_pramodkumar@yahoo.com,,,,
Siraha,Sagarmatha,Terai,Eastern,आदर्श सेवा समाज,Ideal Service Society,,Muksar-8,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,पीस नेपाल,Peace Nepal,,Lahan-6,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,आदर्श ग्रामीण विकास केन्द्र ,Aadarsha Rural Development Centre,,Manaharwa- Rampurbirta-6,,,kashindar_mahato@yahoo.com,,,,
Siraha,Sagarmatha,Terai,Eastern,दलित विकास मञ्च ,Dalit Development Forum,,Laxmipur-9,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,श्री राजदेवी जन सामाजिक विकास केन्द्र ,Shree Raj Devi Public Social Development Centre,,"Maheshpur-7, Mathileswor",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,मिथिल्ला विकास प्रतिष्ठान ,Mithilla Development Trust,,Gadha-3,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,ज्ञानेन्द्र सिंह मेमोरियल ट्रष्ट ,Gyanendra Singh Memorial Trust,,Chandralalpur-1,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,प्रेरणा नेपाल ,Prerana Nepal,,Govindapur-4,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,समग्र जनउत्थान केन्द्र ,All People's Development Center,,"Lahan-6, Nayabazar",,,samagra@ntc.net.np,,,,
Siraha,Sagarmatha,Terai,Eastern,स्वास्थ्य वातावरण तथा कृषि विकास कार्यक्रम नेपाल ,Environment and Agriculture Development Programmf,,033-561854,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,जनजागृति यूवा क्लव ,Jana Jagriti Yuwa Club,,Sukhipur-2,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,श्री हरिसिंहदेव समाज सेवा क्लव ,Shree Hari Singh Dev Social Service Club,,Mahespur,,,singhder614@gmail.com,,,,
Siraha,Sagarmatha,Terai,Eastern,स्वतन्त्र नागरिक सञ्जाल नेपाल ,Independent Civil Network Nepal,,Siraha-7,,,9cn_nepal@yahoo.com,,,,
Siraha,Sagarmatha,Terai,Eastern,नेपाल राजदेवी वहुउद्देश्य विकास केन्द्र ,Nepal Raj Devi Multipurpose Development Centre,,Lahan-7,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,सर्वहित सामुदायिक विकास केन्द्र ,Sarviceable Community Development Centre,,"Rampur-9, Bhediya",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,ईस्लामिया सामुदायिक विकास केन्द्र नेपाल  ,"Islamiya Community Development Centre, Nepal",,"Chandra,Aayodhyapur-2",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,नेपाल जागृति विकास केन्द्र ,Nepal Jagrit Bikas Kendra,,Durgapur-1,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,न्याय र समानता अभियान मञ्च  ,Justic and Equality Camgian Forum,,"Lalpur-5, Goalbazar",,,,,,,
Solukhumbu,Sagarmatha,Mountain,Eastern,जन जागरण अभियान केन्द्र नेपाल,Centre Of Movement for Public Consciousness,,Gamo-5,,,,,,,
Solukhumbu,Sagarmatha,Mountain,Eastern,योङ्ग स्टार क्लव,Young Star Club,,Salleri-7,,,,,,,
Solukhumbu,Sagarmatha,Mountain,Eastern,रोसी एकता परिवार,Rosi Ekta Pariwar,,Salleri-5,,,,,,,
Solukhumbu,Sagarmatha,Mountain,Eastern,विश्व शान्ति संगठन,Global Peace Organizaiton,,Salleri-5,,,,,,,
Solukhumbu,Sagarmatha,Mountain,Eastern,सोलुखुम्वु युवामञ्च,Solukhumbu Youth Forum,,Salleri-5,,,,,,,
Solukhumbu,Sagarmatha,Mountain,Eastern,नवजागरण सामूदायिक विकास केन्द्र,NawaJagaran Cummunity Development Center,,Hatiya Hangun-2,,,,,,,
Solukhumbu,Sagarmatha,Mountain,Eastern,सोलुखुम्वु साहित्यीक मंच,Solukhumbu Literature Forum,,Salleri-5,,,,,,,
Solukhumbu,Sagarmatha,Mountain,Eastern,हिमाली कल्याणकारी शान्ति समाज,Himali Welfare Peace Society,,,,,,,,,
Solukhumbu,Sagarmatha,Mountain,Eastern,जनसेवा संस्था,Public Service Organization,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,सामाजिक सचेतनाका लागि सूचना केन्द्र,Centre for Information Concerning Social Awareness,,Inruwa-2,,,,,,,
Sunsari,Kosi,Terai,Eastern,सिंहदेव यूवा क्लब,Singh Dev Youth Club,,Itahari-2,,,,,,,
Sunsari,Kosi,Terai,Eastern,हेल्पिङ्ग सोसाईटी,Helping Society,,Itahari,,,,,,,
Sunsari,Kosi,Terai,Eastern,नमुना क्लब बेलबारी,Namuna Club,,Belbari-2,,,,,,,
Sunsari,Kosi,Terai,Eastern,गोल्डेन स्टार यूथ क्लब,Golden Star Youth Club,,Bhaluwa-3,,,,,,,
Sunsari,Kosi,Terai,Eastern,चारपाते कृषि क्लब,Charpate Agriculture Club,,Inruwa-7,,,,,,,
Sunsari,Kosi,Terai,Eastern,असहाय महिला समाज केन्द्र,Helpless Women Social Centre,,"Hasposa-2, Tarahara",,,,,,,
Sunsari,Kosi,Terai,Eastern,हिमगिरी आदर्श क्लब,Himgiri Aadasha Club,,"Itahari-2, Bargadhhi",,,,,,,
Sunsari,Kosi,Terai,Eastern,हिमायती जनसंस्कृति समुह,Himayati Cultural Group,,Dharan-10,,,,,,,
Sunsari,Kosi,Terai,Eastern,राष्ट्रिय जागृति क्लब,National Jagriti Club,,Itahari-1,,,,,,,
Sunsari,Kosi,Terai,Eastern,इन्द्रेणी जन कल्याण समाज,Indreni Public Welfare Society,,"Amahi, Belaha-2",,,,,,,
Sunsari,Kosi,Terai,Eastern,महिला सरसफाइँ तथा वातावरण संघ,Sanitation and Environment Women Association,,Dharan,,,,,,,
Sunsari,Kosi,Terai,Eastern,यूवा जागृति क्लब,Yuwa Jagrit Club,,Matuwa-6,,,,,,,
Sunsari,Kosi,Terai,Eastern,आत्मनिर्भर बिकास केन्द्र,Self Dependent Development Centre,,Namuna-6,,,,,,,
Sunsari,Kosi,Terai,Eastern,राष्ट्रिय युवा जागृति क्लब,National Youth Jagrit Club,,Sattejhora-3,,,,,,,
Sunsari,Kosi,Terai,Eastern,अण्डर प्रिभिलेज चिल्ड्रेन एशोसिएसन,Undre Previllage Children Association,,Upka Nepal Dharan-6,,,,,,,
Sunsari,Kosi,Terai,Eastern,पुर्वेली कला केन्द्र,Eastern Art Centre,,Itahari-8,,,,,,,
Sunsari,Kosi,Terai,Eastern,ग्रामीण सेवा केन्द्र,Rural Service Centre,,Chigadi-3,,,,,,,
Sunsari,Kosi,Terai,Eastern,यूवा परिवार क्लब,Youth Family Club,,Chitaha-3,,,,,,,
Sunsari,Kosi,Terai,Eastern,सृजना युवा क्लब,Srijana Youth Club,,Panchakanya,,,,,,,
Sunsari,Kosi,Terai,Eastern,आदर्श जनजागृति युवा समूह,Aadarsha Jana Jagrit Youth Group,,Gautampur-4,,,,,,,
Sunsari,Kosi,Terai,Eastern,शाल्पा बहुमुखी संघ,Shalpa Multiple Organization,,Sunsari-8,,,,,,,
Sunsari,Kosi,Terai,Eastern,पसेवा,Pasewa,,Sunsari-6,,,,,,,
Sunsari,Kosi,Terai,Eastern,समाज सेवा समिति,Social Service Committee,,Maluwa-6,,,,,,,
Sunsari,Kosi,Terai,Eastern,सामाजिक युवा क्लब,Social Youth Club,,Amahibelaha-7,,,,,,,
Sunsari,Kosi,Terai,Eastern,प्रतिभा ग्रामिण बिकास समाज,Prativa Rural Development Society,,"Amaduwa-3,Sitganj",,,,,,,
Sunsari,Kosi,Terai,Eastern,ग्रामीण महिला उत्सुकता बिकास मञ्च,Forum For Rural Women Ardency Development ,,Duhabi-4,,,,,,,
Sunsari,Kosi,Terai,Eastern,आर्दश जनजागृती युवा क्लव,Aadarsha Jana Jagrit Youth Club,,Gautampur-4,,,,,,,
Sunsari,Kosi,Terai,Eastern,इलेभेन एरोज क्लव,Ilivej Eroj Club,,Dubahi-6,,,,,,,
Sunsari,Kosi,Terai,Eastern,सार्वजनिक युवा क्लव,Public Youth Club,,Amahibelaha-6,,,,,,,
Sunsari,Kosi,Terai,Eastern,उप्का,UPKA,,Dharan-6,,,,,,,
Sunsari,Kosi,Terai,Eastern,सेवा नेपाल,Service Nepal,,"Dharan-12, Chataraline",,,,,,,
